      step              pe              ke             nhc           total               T               P
      7765   -0.255144E+03    0.912563E+01   -0.354363E+00   -0.246373E+03    0.950586E-01    0.500089E-01
      7766   -0.255059E+03    0.915376E+01   -0.390759E+00   -0.246296E+03    0.953517E-01    0.445429E-01
      7767   -0.254974E+03    0.918217E+01   -0.427268E+00   -0.246219E+03    0.956476E-01    0.391335E-01
      7768   -0.254889E+03    0.921083E+01   -0.463892E+00   -0.246142E+03    0.959462E-01    0.337861E-01
      7769   -0.254803E+03    0.923972E+01   -0.500631E+00   -0.246064E+03    0.962471E-01    0.359951E-01
      7770   -0.254718E+03    0.926881E+01   -0.537484E+00   -0.245987E+03    0.965501E-01    0.306379E-01
      7771   -0.254633E+03    0.929808E+01   -0.574450E+00   -0.245909E+03    0.968550E-01    0.253562E-01
      7772   -0.254548E+03    0.932750E+01   -0.611530E+00   -0.245832E+03    0.971615E-01    0.201553E-01
      7773   -0.254462E+03    0.935705E+01   -0.648723E+00   -0.245754E+03    0.974692E-01    0.690409E-02
      7774   -0.254377E+03    0.938669E+01   -0.686028E+00   -0.245676E+03    0.977780E-01    0.200441E-02
      7775   -0.254291E+03    0.941641E+01   -0.723445E+00   -0.245598E+03    0.980876E-01   -0.280148E-02
      7776   -0.254205E+03    0.944617E+01   -0.760972E+00   -0.245520E+03    0.983976E-01   -0.750886E-02
      7777   -0.254119E+03    0.947595E+01   -0.798608E+00   -0.245442E+03    0.987079E-01   -0.121131E-01
      7778   -0.254033E+03    0.950574E+01   -0.836353E+00   -0.245364E+03    0.990181E-01   -0.166097E-01
      7779   -0.253947E+03    0.953549E+01   -0.874204E+00   -0.245285E+03    0.993280E-01   -0.209943E-01
      7780   -0.253860E+03    0.956519E+01   -0.912161E+00   -0.245207E+03    0.996374E-01   -0.252624E-01
      7781   -0.253773E+03    0.959482E+01   -0.950223E+00   -0.245129E+03    0.999460E-01   -0.294100E-01
      7782   -0.253686E+03    0.962435E+01   -0.988387E+00   -0.245050E+03    0.100254E+00   -0.334329E-01
      7783   -0.253599E+03    0.965376E+01   -0.102665E+01   -0.244972E+03    0.100560E+00   -0.373273E-01
      7784   -0.253511E+03    0.968303E+01   -0.106502E+01   -0.244893E+03    0.100865E+00   -0.410893E-01
      7785   -0.253423E+03    0.971215E+01   -0.110348E+01   -0.244815E+03    0.101168E+00   -0.567770E-01
      7786   -0.253335E+03    0.974109E+01   -0.114203E+01   -0.244736E+03    0.101470E+00   -0.713488E-01
      7787   -0.253246E+03    0.976984E+01   -0.118068E+01   -0.244657E+03    0.101769E+00   -0.755480E-01
      7788   -0.253157E+03    0.979838E+01   -0.121943E+01   -0.244578E+03    0.102066E+00   -0.795946E-01
      7789   -0.253068E+03    0.982670E+01   -0.125826E+01   -0.244500E+03    0.102361E+00   -0.834847E-01
      7790   -0.252978E+03    0.985479E+01   -0.129717E+01   -0.244421E+03    0.102654E+00   -0.872151E-01
      7791   -0.252888E+03    0.988263E+01   -0.133618E+01   -0.244342E+03    0.102944E+00   -0.907823E-01
      7792   -0.252798E+03    0.991021E+01   -0.137526E+01   -0.244263E+03    0.103231E+00   -0.941831E-01
      7793   -0.252707E+03    0.993753E+01   -0.141443E+01   -0.244184E+03    0.103516E+00   -0.974147E-01
      7794   -0.252616E+03    0.996457E+01   -0.145367E+01   -0.244105E+03    0.103798E+00   -0.101515E+00
      7795   -0.252524E+03    0.999135E+01   -0.149299E+01   -0.244026E+03    0.104077E+00   -0.114723E+00
      7796   -0.252432E+03    0.100178E+02   -0.153238E+01   -0.243947E+03    0.104352E+00   -0.118094E+00
      7797   -0.252340E+03    0.100440E+02   -0.157184E+01   -0.243868E+03    0.104625E+00   -0.121280E+00
      7798   -0.252247E+03    0.100700E+02   -0.161137E+01   -0.243789E+03    0.104896E+00   -0.124279E+00
      7799   -0.252154E+03    0.100956E+02   -0.165097E+01   -0.243710E+03    0.105163E+00   -0.127089E+00
      7800   -0.252061E+03    0.101210E+02   -0.169063E+01   -0.243630E+03    0.105427E+00   -0.107682E+00
      7801   -0.251967E+03    0.101461E+02   -0.173035E+01   -0.243551E+03    0.105688E+00   -0.110315E+00
      7802   -0.251873E+03    0.101709E+02   -0.177012E+01   -0.243472E+03    0.105947E+00   -0.112764E+00
      7803   -0.251778E+03    0.101954E+02   -0.180996E+01   -0.243393E+03    0.106202E+00   -0.115028E+00
      7804   -0.251683E+03    0.102197E+02   -0.184985E+01   -0.243314E+03    0.106455E+00   -0.117106E+00
      7805   -0.251588E+03    0.102437E+02   -0.188979E+01   -0.243234E+03    0.106706E+00   -0.118996E+00
      7806   -0.251493E+03    0.102675E+02   -0.192978E+01   -0.243155E+03    0.106954E+00   -0.120697E+00
      7807   -0.251397E+03    0.102911E+02   -0.196982E+01   -0.243076E+03    0.107199E+00   -0.122208E+00
      7808   -0.251301E+03    0.103145E+02   -0.200990E+01   -0.242996E+03    0.107442E+00   -0.123529E+00
      7809   -0.251205E+03    0.103376E+02   -0.205003E+01   -0.242917E+03    0.107683E+00   -0.124659E+00
      7810   -0.251108E+03    0.103606E+02   -0.209020E+01   -0.242838E+03    0.107923E+00   -0.125598E+00
      7811   -0.251011E+03    0.103834E+02   -0.213040E+01   -0.242759E+03    0.108160E+00   -0.126345E+00
      7812   -0.250915E+03    0.104060E+02   -0.217065E+01   -0.242679E+03    0.108396E+00   -0.126901E+00
      7813   -0.250817E+03    0.104285E+02   -0.221093E+01   -0.242600E+03    0.108630E+00   -0.127265E+00
      7814   -0.250720E+03    0.104508E+02   -0.225124E+01   -0.242521E+03    0.108863E+00   -0.127578E+00
      7815   -0.250623E+03    0.104731E+02   -0.229158E+01   -0.242441E+03    0.109094E+00   -0.127385E+00
      7816   -0.250525E+03    0.104952E+02   -0.233196E+01   -0.242362E+03    0.109325E+00   -0.127001E+00
      7817   -0.250427E+03    0.105173E+02   -0.237236E+01   -0.242282E+03    0.109555E+00   -0.126429E+00
      7818   -0.250330E+03    0.105393E+02   -0.241279E+01   -0.242203E+03    0.109785E+00   -0.125669E+00
      7819   -0.250232E+03    0.105613E+02   -0.245325E+01   -0.242124E+03    0.110013E+00   -0.124722E+00
      7820   -0.250134E+03    0.105832E+02   -0.249373E+01   -0.242044E+03    0.110242E+00   -0.148960E+00
      7821   -0.250036E+03    0.106052E+02   -0.253424E+01   -0.241965E+03    0.110471E+00   -0.147320E+00
      7822   -0.249938E+03    0.106271E+02   -0.257476E+01   -0.241886E+03    0.110699E+00   -0.145486E+00
      7823   -0.249840E+03    0.106491E+02   -0.261531E+01   -0.241806E+03    0.110928E+00   -0.143459E+00
      7824   -0.249742E+03    0.106711E+02   -0.265587E+01   -0.241727E+03    0.111158E+00   -0.141242E+00
      7825   -0.249644E+03    0.106932E+02   -0.269646E+01   -0.241648E+03    0.111388E+00   -0.167122E+00
      7826   -0.249547E+03    0.107153E+02   -0.273706E+01   -0.241568E+03    0.111618E+00   -0.165242E+00
      7827   -0.249449E+03    0.107376E+02   -0.277768E+01   -0.241489E+03    0.111850E+00   -0.163159E+00
      7828   -0.249351E+03    0.107599E+02   -0.281831E+01   -0.241410E+03    0.112082E+00   -0.160875E+00
      7829   -0.249254E+03    0.107823E+02   -0.285896E+01   -0.241330E+03    0.112316E+00   -0.174289E+00
      7830   -0.249156E+03    0.108049E+02   -0.289962E+01   -0.241251E+03    0.112551E+00   -0.172200E+00
      7831   -0.249059E+03    0.108276E+02   -0.294030E+01   -0.241172E+03    0.112787E+00   -0.140070E+00
      7832   -0.248962E+03    0.108504E+02   -0.298099E+01   -0.241093E+03    0.113025E+00   -0.138443E+00
      7833   -0.248865E+03    0.108734E+02   -0.302168E+01   -0.241013E+03    0.113264E+00   -0.136638E+00
      7834   -0.248768E+03    0.108965E+02   -0.306239E+01   -0.240934E+03    0.113505E+00   -0.134655E+00
      7835   -0.248672E+03    0.109198E+02   -0.310311E+01   -0.240855E+03    0.113748E+00   -0.132496E+00
      7836   -0.248575E+03    0.109432E+02   -0.314384E+01   -0.240776E+03    0.113992E+00   -0.130162E+00
      7837   -0.248479E+03    0.109668E+02   -0.318457E+01   -0.240696E+03    0.114238E+00   -0.127654E+00
      7838   -0.248383E+03    0.109906E+02   -0.322532E+01   -0.240617E+03    0.114485E+00   -0.124974E+00
      7839   -0.248287E+03    0.110145E+02   -0.326607E+01   -0.240538E+03    0.114734E+00   -0.122123E+00
      7840   -0.248191E+03    0.110386E+02   -0.330682E+01   -0.240459E+03    0.114985E+00   -0.810187E-01
      7841   -0.248095E+03    0.110629E+02   -0.334759E+01   -0.240380E+03    0.115238E+00   -0.100696E+00
      7842   -0.248000E+03    0.110873E+02   -0.338835E+01   -0.240301E+03    0.115493E+00   -0.980783E-01
      7843   -0.247905E+03    0.111119E+02   -0.342912E+01   -0.240222E+03    0.115749E+00   -0.953181E-01
      7844   -0.247810E+03    0.111366E+02   -0.346989E+01   -0.240143E+03    0.116006E+00   -0.924174E-01
      7845   -0.247715E+03    0.111615E+02   -0.351066E+01   -0.240064E+03    0.116265E+00   -0.893775E-01
      7846   -0.247620E+03    0.111865E+02   -0.355144E+01   -0.239985E+03    0.116526E+00   -0.861998E-01
      7847   -0.247525E+03    0.112116E+02   -0.359221E+01   -0.239906E+03    0.116787E+00   -0.837135E-01
      7848   -0.247431E+03    0.112368E+02   -0.363298E+01   -0.239827E+03    0.117050E+00   -0.807121E-01
      7849   -0.247337E+03    0.112622E+02   -0.367375E+01   -0.239748E+03    0.117315E+00   -0.775769E-01
      7850   -0.247242E+03    0.112876E+02   -0.371452E+01   -0.239669E+03    0.117580E+00   -0.768817E-01
      7851   -0.247148E+03    0.113132E+02   -0.375528E+01   -0.239590E+03    0.117845E+00   -0.741225E-01
      7852   -0.247054E+03    0.113388E+02   -0.379604E+01   -0.239512E+03    0.118112E+00   -0.712383E-01
      7853   -0.246960E+03    0.113644E+02   -0.383678E+01   -0.239433E+03    0.118379E+00   -0.682299E-01
      7854   -0.246867E+03    0.113901E+02   -0.387752E+01   -0.239354E+03    0.118647E+00   -0.650977E-01
      7855   -0.246773E+03    0.114158E+02   -0.391825E+01   -0.239275E+03    0.118915E+00   -0.618425E-01
      7856   -0.246679E+03    0.114416E+02   -0.395897E+01   -0.239197E+03    0.119183E+00   -0.584651E-01
      7857   -0.246586E+03    0.114673E+02   -0.399967E+01   -0.239118E+03    0.119451E+00   -0.549660E-01
      7858   -0.246492E+03    0.114930E+02   -0.404036E+01   -0.239040E+03    0.119719E+00   -0.787994E-01
      7859   -0.246399E+03    0.115187E+02   -0.408104E+01   -0.238961E+03    0.119987E+00   -0.853031E-01
      7860   -0.246305E+03    0.115443E+02   -0.412169E+01   -0.238883E+03    0.120254E+00   -0.908128E-01
      7861   -0.246212E+03    0.115699E+02   -0.416233E+01   -0.238804E+03    0.120520E+00   -0.877069E-01
      7862   -0.246118E+03    0.115954E+02   -0.420294E+01   -0.238726E+03    0.120786E+00   -0.976206E-01
      7863   -0.246025E+03    0.116209E+02   -0.424353E+01   -0.238647E+03    0.121051E+00   -0.947958E-01
      7864   -0.245931E+03    0.116462E+02   -0.428409E+01   -0.238569E+03    0.121314E+00   -0.918131E-01
      7865   -0.245837E+03    0.116714E+02   -0.432463E+01   -0.238491E+03    0.121577E+00   -0.886725E-01
      7866   -0.245744E+03    0.116965E+02   -0.436513E+01   -0.238412E+03    0.121838E+00   -0.853744E-01
      7867   -0.245650E+03    0.117214E+02   -0.440561E+01   -0.238334E+03    0.122098E+00   -0.819192E-01
      7868   -0.245556E+03    0.117462E+02   -0.444605E+01   -0.238256E+03    0.122357E+00   -0.783075E-01
      7869   -0.245462E+03    0.117709E+02   -0.448646E+01   -0.238178E+03    0.122613E+00   -0.745400E-01
      7870   -0.245368E+03    0.117953E+02   -0.452682E+01   -0.238100E+03    0.122868E+00   -0.706177E-01
      7871   -0.245274E+03    0.118196E+02   -0.456715E+01   -0.238022E+03    0.123121E+00   -0.665417E-01
      7872   -0.245180E+03    0.118438E+02   -0.460743E+01   -0.237944E+03    0.123372E+00   -0.623132E-01
      7873   -0.245086E+03    0.118677E+02   -0.464767E+01   -0.237866E+03    0.123622E+00   -0.596492E-01
      7874   -0.244991E+03    0.118914E+02   -0.468787E+01   -0.237788E+03    0.123869E+00   -0.551135E-01
      7875   -0.244897E+03    0.119149E+02   -0.472801E+01   -0.237710E+03    0.124114E+00   -0.504304E-01
      7876   -0.244802E+03    0.119383E+02   -0.476810E+01   -0.237632E+03    0.124357E+00   -0.456021E-01
      7877   -0.244708E+03    0.119614E+02   -0.480814E+01   -0.237554E+03    0.124598E+00   -0.406314E-01
      7878   -0.244613E+03    0.119843E+02   -0.484813E+01   -0.237477E+03    0.124836E+00   -0.355208E-01
      7879   -0.244518E+03    0.120070E+02   -0.488805E+01   -0.237399E+03    0.125073E+00   -0.338289E-01
      7880   -0.244423E+03    0.120295E+02   -0.492792E+01   -0.237321E+03    0.125307E+00    0.132263E-02
      7881   -0.244328E+03    0.120517E+02   -0.496772E+01   -0.237244E+03    0.125539E+00    0.610143E-02
      7882   -0.244233E+03    0.120738E+02   -0.500746E+01   -0.237166E+03    0.125769E+00    0.109958E-01
      7883   -0.244138E+03    0.120957E+02   -0.504713E+01   -0.237089E+03    0.125997E+00    0.304272E-01
      7884   -0.244042E+03    0.121174E+02   -0.508673E+01   -0.237012E+03    0.126222E+00    0.344239E-01
      7885   -0.243947E+03    0.121388E+02   -0.512626E+01   -0.236934E+03    0.126446E+00    0.863873E-01
      7886   -0.243851E+03    0.121601E+02   -0.516572E+01   -0.236857E+03    0.126668E+00    0.887483E-01
      7887   -0.243756E+03    0.121812E+02   -0.520510E+01   -0.236780E+03    0.126888E+00    0.911676E-01
      7888   -0.243660E+03    0.122021E+02   -0.524440E+01   -0.236703E+03    0.127105E+00    0.936427E-01
      7889   -0.243565E+03    0.122229E+02   -0.528363E+01   -0.236626E+03    0.127322E+00    0.961710E-01
      7890   -0.243469E+03    0.122434E+02   -0.532277E+01   -0.236549E+03    0.127536E+00    0.987500E-01
      7891   -0.243374E+03    0.122639E+02   -0.536183E+01   -0.236472E+03    0.127749E+00    0.101377E+00
      7892   -0.243278E+03    0.122841E+02   -0.540081E+01   -0.236395E+03    0.127960E+00    0.104049E+00
      7893   -0.243182E+03    0.123043E+02   -0.543969E+01   -0.236318E+03    0.128169E+00    0.106762E+00
      7894   -0.243087E+03    0.123242E+02   -0.547849E+01   -0.236241E+03    0.128377E+00    0.109515E+00
      7895   -0.242991E+03    0.123441E+02   -0.551720E+01   -0.236164E+03    0.128584E+00    0.706981E-01
      7896   -0.242896E+03    0.123638E+02   -0.555581E+01   -0.236088E+03    0.128790E+00    0.726738E-01
      7897   -0.242800E+03    0.123834E+02   -0.559433E+01   -0.236011E+03    0.128994E+00    0.747071E-01
      7898   -0.242705E+03    0.124029E+02   -0.563276E+01   -0.235934E+03    0.129197E+00    0.767955E-01
      7899   -0.242609E+03    0.124223E+02   -0.567108E+01   -0.235858E+03    0.129399E+00    0.986396E-01
      7900   -0.242514E+03    0.124416E+02   -0.570931E+01   -0.235782E+03    0.129600E+00    0.906411E-01
      7901   -0.242419E+03    0.124608E+02   -0.574744E+01   -0.235705E+03    0.129800E+00    0.112757E+00
      7902   -0.242324E+03    0.124799E+02   -0.578546E+01   -0.235629E+03    0.129999E+00    0.114052E+00
      7903   -0.242229E+03    0.124990E+02   -0.582338E+01   -0.235553E+03    0.130198E+00    0.115367E+00
      7904   -0.242134E+03    0.125179E+02   -0.586119E+01   -0.235477E+03    0.130395E+00    0.116700E+00
      7905   -0.242039E+03    0.125368E+02   -0.589889E+01   -0.235401E+03    0.130592E+00    0.118049E+00
      7906   -0.241944E+03    0.125556E+02   -0.593649E+01   -0.235325E+03    0.130787E+00    0.119412E+00
      7907   -0.241849E+03    0.125743E+02   -0.597397E+01   -0.235249E+03    0.130982E+00    0.120787E+00
      7908   -0.241755E+03    0.125929E+02   -0.601134E+01   -0.235173E+03    0.131176E+00    0.122170E+00
      7909   -0.241660E+03    0.126115E+02   -0.604860E+01   -0.235098E+03    0.131369E+00    0.123561E+00
      7910   -0.241566E+03    0.126299E+02   -0.608574E+01   -0.235022E+03    0.131562E+00    0.124956E+00
      7911   -0.241472E+03    0.126483E+02   -0.612277E+01   -0.234946E+03    0.131753E+00    0.127521E+00
      7912   -0.241378E+03    0.126666E+02   -0.615968E+01   -0.234871E+03    0.131944E+00    0.128511E+00
      7913   -0.241284E+03    0.126848E+02   -0.619646E+01   -0.234796E+03    0.132133E+00    0.129491E+00
      7914   -0.241190E+03    0.127029E+02   -0.623313E+01   -0.234720E+03    0.132322E+00    0.130458E+00
      7915   -0.241096E+03    0.127209E+02   -0.626967E+01   -0.234645E+03    0.132510E+00    0.131411E+00
      7916   -0.241003E+03    0.127388E+02   -0.630609E+01   -0.234570E+03    0.132696E+00    0.132346E+00
      7917   -0.240909E+03    0.127566E+02   -0.634238E+01   -0.234495E+03    0.132881E+00    0.150488E+00
      7918   -0.240816E+03    0.127743E+02   -0.637854E+01   -0.234420E+03    0.133065E+00    0.151177E+00
      7919   -0.240723E+03    0.127918E+02   -0.641457E+01   -0.234345E+03    0.133248E+00    0.172379E+00
      7920   -0.240629E+03    0.128092E+02   -0.645047E+01   -0.234271E+03    0.133429E+00    0.157724E+00
      7921   -0.240536E+03    0.128265E+02   -0.648624E+01   -0.234196E+03    0.133609E+00    0.157209E+00
      7922   -0.240443E+03    0.128436E+02   -0.652188E+01   -0.234122E+03    0.133787E+00    0.156653E+00
      7923   -0.240350E+03    0.128605E+02   -0.655738E+01   -0.234047E+03    0.133963E+00    0.156054E+00
      7924   -0.240257E+03    0.128773E+02   -0.659274E+01   -0.233973E+03    0.134138E+00    0.155412E+00
      7925   -0.240164E+03    0.128938E+02   -0.662796E+01   -0.233899E+03    0.134311E+00    0.175250E+00
      7926   -0.240072E+03    0.129102E+02   -0.666304E+01   -0.233824E+03    0.134482E+00    0.174868E+00
      7927   -0.239979E+03    0.129265E+02   -0.669798E+01   -0.233750E+03    0.134651E+00    0.174427E+00
      7928   -0.239886E+03    0.129425E+02   -0.673277E+01   -0.233676E+03    0.134817E+00    0.173926E+00
      7929   -0.239794E+03    0.129583E+02   -0.676742E+01   -0.233603E+03    0.134982E+00    0.173364E+00
